FullPathforEvent,Notes,_key
event:/InGame_EpN06/epN06_Platform_3_BounceApproach_1,스테이지3 떡 - 달려와서 찌르는 1단 장애물,epN06_Platform_3_BounceApproach_1
event:/InGame_EpN06/epN06_Platform_3_RunningAttack_1,스테이지3 떡꼬치 - 통통 튀어서 다가오는 1단 장애물,epN06_Platform_3_RunningAttack_1
event:/InGame_EpN06/epN06_Platform_3_RunningAttack_2,스테이지3 장군 - 달려와서 찌르는 2단 장애물,epN06_Platform_3_RunningAttack_2
event:/InGame_EpN06/epN06_Platform_3_Transform1to2_2,스테이지3 삼지창 떡 - 1단에서 2단이 되는 장애물,epN06_Platform_3_Transform1to2_2
event:/InGame_EpN06/epN06_Platform_4_PopOut_1,스테이지4 가마솥 - 튀어나오는 1단 장애물,epN06_Platform_4_PopOut_1
event:/InGame_EpN06/epN06_Platform_4_UpDownSlide_3,스테이지4 누룽지 저울 - 아래위로 움직이는 3칸 슬라이드 장애물,epN06_Platform_4_UpDownSlide_3
event:/InGame_EpN06/epN06_Platform_5_JumpCreate_1,스테이지 5 양갱 - 1단 장애물 생성하는 슬라이드 장애물,epN06_Platform_5_JumpCreate_1
event:/InGame_EpN06/epN06_Platform_5_UpDownSlide_1,"스테이지 5 3색 꼬치 - 위, 아래로 움직이는 슬라이드 장애물",epN06_Platform_5_UpDownSlide_1
event:/InGame_EpN06/epN06_Platform_6_ExpandObstacle_1,스테이지 6 슬라이드 곶감 - 슬라이드가 점점 커지는 장애물,epN06_Platform_6_ExpandObstacle_1
event:/InGame_EpN06/epN06_Platform_6_ExpandObstacle_2,스테이지 6 커지는 곶감 - 점점 커지는 2단 장애물,epN06_Platform_6_ExpandObstacle_2
event:/InGame_EpN06/epN06_Platform_6_RunObstacle2x1_Dog,스테이지 6 유과 강아지 - 달려오는 2*1 장애물,epN06_Platform_6_RunObstacle2x1_Dog
event:/InGame_EpN06/epN06_Platform_6_SlideToDoubleJump_2,스테이지 6 떨어지는 곶감 - 슬라이드가 2단 점프가 되는 장애물,epN06_Platform_6_SlideToDoubleJump_2
event:/InGame_EpN06/epN06_Platform_7_BounceApproach_1,스테이지 7 분홍 학 - 통통 튀어오면서 다가오는 1단 장애물,epN06_Platform_7_BounceApproach_1
event:/InGame_EpN06/epN06_Platform_7_Transform1to2_2,스테이지 7 검은 학 - 1단에서 2단이 되는 장애물,epN06_Platform_7_Transform1to2_2
event:/InGame_EpN06/epN06_Platform_8_FloatingGrow,스테이지 8 꽃 단청 - 공중에 떠있는 장애물 (작은 상태에서 커짐),epN06_Platform_8_FloatingGrow
event:/InGame_EpN06/epN06_Platform_8_FloatingShrink,스테이지 8 꽃 단청 - 공중에 떠있는 장애물 (큰 상태에서 작아짐),epN06_Platform_8_FloatingShrink
event:/InGame_EpN06/epN06_Platform_8_RunningAttack_2,스테이지 8 무관 - 달려와서 찌르는 2단 장애물,epN06_Platform_8_RunningAttack_2
event:/InGame_EpN06/epN06_Platform_8_RunningJump,스테이지 8 문관 - 달려와서 점프하는 장애물,epN06_Platform_8_RunningJump
event:/InGame_EpN06/epN06_Platform_9_DragonFootHole_2,스테이지 9 용의 발로 두 칸 구멍 생성,epN06_Platform_9_DragonFootHole_2
event:/InGame_EpN06/epN06_Platform_9_DragonPass,스테이지 9 지나가는 용,epN06_Platform_9_DragonPass
event:/InGame_EpN06/epN06_Platform_9_DragonTailHole_1,스테이지 9 용의 꼬리로 한 칸 구멍 생성,epN06_Platform_9_DragonTailHole_1
event:/InGame_EpN06/epN06_Platform_9_SlamStage_1,스테이지 9 용 비늘 - 떨어지는 1단 장애물,epN06_Platform_9_SlamStage_1
event:/InGame_EpN06/epN06_Platform_9_SlamStage_2,스테이지 9 용 비늘 - 떨어지는 2단 장애물,epN06_Platform_9_SlamStage_2
event:/InGame_EpS02/epS02_Platform_MoveDownJump,,epS02_Platform_MoveDownJump
event:/InGame_EpS02/epS02_Platform_PopUpObstacle,,epS02_Platform_PopUpObstacle
event:/InGame_EpS02/epS02_blue_explode,,epS02_blue_explode
event:/InGame_EpS02/epS02_ice_door_rune,,epS02_ice_door_rune
event:/InGame_EpS02/epS02_lazer_end,,epS02_lazer_end
event:/InGame_EpS02/epS02_lazer_shoot,,epS02_lazer_shoot
event:/InGame_EpS02/epS02_lazer_shoot_loop,,epS02_lazer_shoot_loop
event:/InGame_EpS02/epS02_lazer_start,,epS02_lazer_start
event:/InGame_EpS02/epS02_light_mine,,epS02_light_mine
event:/InGame_EpS02/epS02_light_mine_explode,,epS02_light_mine_explode
event:/InGame_EpS02/epS02_pink_explode,,epS02_pink_explode
event:/OutGame_Result/Result_IceMissionFail,,ice_mission_fail
event:/OutGame_Result/Result_IceMissionSuccess,,ice_mission_success
event:/InGame_EpS02/ice_open_door,,ice_open_door
event:/OutGame_Common/ice_star_up_animation,,ice_star_up_animation
event:/OutGame_Common/ice_unlock_door,,ice_unlock_door
event:/OutGame_Common/ice_unlock_last_door,,ice_unlock_last_door
event:/InGame_EpN04/lazer_end,,lazer_end
event:/InGame_EpN04/lazer_hit,,lazer_hit
event:/InGame_EpN04/lazer_shoot,,lazer_shoot
event:/InGame_EpN04/lazer_shoot_loop,,lazer_shoot_loop
event:/InGame_EpN04/lazer_start,,lazer_start
event:/InGame_EpN04/light_mine, ,light_mine
event:/InGame_EpN04/mandragora_scream,,mandragora_scream
event:/InGame_EpN04/pink_explode,,pink_explode
event:/InGame_EpN04/small_to_big,,small_to_big
event:/InGame_Ch84_whitekimchi/Skill_01,,whitekimchiSound_skill1
event:/InGame_Ch84_whitekimchi/Skill_02,,whitekimchiSound_skill2
event:/InGame_Ch84_whitekimchi/Skill_03,,whitekimchiSound_skill3
event:/InGame_Ch84_whitekimchi/Skill_04,,whitekimchiSound_skill4
event:/InGame_EpN04/wizard_move,,wizard_move
