comment,event_group_probability,group_probability,replacement_stuff_seq,set_name,stuff_seq,_key
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,750124,75012409
미스테리박스_딸기쇼케잠금아이템,,0,0,MBox_Unlock_2,750124,75012410
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,750131,75013100
미스테리박스_고급보뽑,,0,0,MBox_TrTicket_2,750131,75013101
미스테리박스_유물,,0,0,MBox_Artifact,750131,75013102
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,750131,75013103
미스테리박스_재료_S급,,0,0,MBox_Mt_S,750131,75013104
미스테리박스_재료_A급,,0,0,MBox_Mt_A,750131,75013105
미스테리박스_재료_B급,,500,0,MBox_Mt_B,750131,75013106
미스테리박스_재료_C급,,500,0,MBox_Mt_C,750131,75013107
미스테리박스_코인,,800,0,MBox_Coin,750131,75013108
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,750131,75013109
미스테리박스_딸기쇼케잠금아이템,,0,0,MBox_Unlock_2,750131,75013110
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,750132,75013200
미스테리박스_고급보뽑,,50,0,MBox_TrTicket_2,750132,75013201
미스테리박스_유물,,0,0,MBox_Artifact,750132,75013202
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,750132,75013203
미스테리박스_재료_S급,,0,0,MBox_Mt_S,750132,75013204
미스테리박스_재료_A급,,600,0,MBox_Mt_A,750132,75013205
미스테리박스_재료_B급,,2500,0,MBox_Mt_B,750132,75013206
미스테리박스_재료_C급,,0,0,MBox_Mt_C,750132,75013207
미스테리박스_코인,,750,0,MBox_Coin,750132,75013208
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,750132,75013209
미스테리박스_딸기쇼케잠금아이템,,0,0,MBox_Unlock_2,750132,75013210
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,750133,75013300
미스테리박스_고급보뽑,,50,0,MBox_TrTicket_2,750133,75013301
미스테리박스_유물,,800,0,MBox_Artifact,750133,75013302
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,750133,75013303
미스테리박스_재료_S급,,500,0,MBox_Mt_S,750133,75013304
미스테리박스_재료_A급,,1800,0,MBox_Mt_A,750133,75013305
미스테리박스_재료_B급,,0,0,MBox_Mt_B,750133,75013306
미스테리박스_재료_C급,,0,0,MBox_Mt_C,750133,75013307
미스테리박스_코인,,0,0,MBox_Coin,750133,75013308
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,750133,75013309
미스테리박스_딸기쇼케잠금아이템,,0,0,MBox_Unlock_2,750133,75013310
미스테리박스_최고급보뽑,,25,0,MBox_TrTicket_3,750134,75013400
미스테리박스_고급보뽑,,0,0,MBox_TrTicket_2,750134,75013401
미스테리박스_유물,,300,0,MBox_Artifact,750134,75013402
미스테리박스_재료_SS급,,125,0,MBox_Mt_SS,750134,75013403
미스테리박스_재료_S급,,600,0,MBox_Mt_S,750134,75013404
미스테리박스_재료_A급,,0,0,MBox_Mt_A,750134,75013405
미스테리박스_재료_B급,,0,0,MBox_Mt_B,750134,75013406
미스테리박스_재료_C급,,0,0,MBox_Mt_C,750134,75013407
미스테리박스_코인,,0,0,MBox_Coin,750134,75013408
미스테리박스_바다요정잠금아이템,,100,0,MBox_Unlock_Item,750134,75013409
미스테리박스_딸기쇼케잠금아이템,,0,0,MBox_Unlock_2,750134,75013410
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,750211,75021100
미스테리박스_고급보뽑,,0,0,MBox_TrTicket_2,750211,75021101
미스테리박스_유물,,0,0,MBox_Artifact,750211,75021102
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,750211,75021103
미스테리박스_재료_S급,,0,0,MBox_Mt_S,750211,75021104
미스테리박스_재료_A급,,0,0,MBox_Mt_A,750211,75021105
미스테리박스_재료_B급,,300,0,MBox_Mt_B,750211,75021106
미스테리박스_재료_C급,,1500,0,MBox_Mt_C,750211,75021107
미스테리박스_코인,,1900,0,MBox_Coin,750211,75021108
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,750211,75021109
미스테리박스_딸기쇼케잠금아이템,,0,0,MBox_Unlock_2,750211,75021110
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,750212,75021200
미스테리박스_고급보뽑,,10,0,MBox_TrTicket_2,750212,75021201
미스테리박스_유물,,0,0,MBox_Artifact,750212,75021202
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,750212,75021203
미스테리박스_재료_S급,,0,0,MBox_Mt_S,750212,75021204
미스테리박스_재료_A급,,700,0,MBox_Mt_A,750212,75021205
미스테리박스_재료_B급,,1600,0,MBox_Mt_B,750212,75021206
미스테리박스_재료_C급,,0,0,MBox_Mt_C,750212,75021207
미스테리박스_코인,,1390,0,MBox_Coin,750212,75021208
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,750212,75021209
미스테리박스_딸기쇼케잠금아이템,,0,0,MBox_Unlock_2,750212,75021210
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,750213,75021300
미스테리박스_고급보뽑,,40,0,MBox_TrTicket_2,750213,75021301
미스테리박스_유물,,1000,0,MBox_Artifact,750213,75021302
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,750213,75021303
미스테리박스_재료_S급,,300,0,MBox_Mt_S,750213,75021304
미스테리박스_재료_A급,,800,0,MBox_Mt_A,750213,75021305
미스테리박스_재료_B급,,0,0,MBox_Mt_B,750213,75021306
미스테리박스_재료_C급,,0,0,MBox_Mt_C,750213,75021307
미스테리박스_코인,,0,0,MBox_Coin,750213,75021308
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,750213,75021309
미스테리박스_딸기쇼케잠금아이템,,0,0,MBox_Unlock_2,750213,75021310
미스테리박스_최고급보뽑,,10,0,MBox_TrTicket_3,750214,75021400
미스테리박스_고급보뽑,,0,0,MBox_TrTicket_2,750214,75021401
미스테리박스_유물,,200,0,MBox_Artifact,750214,75021402
미스테리박스_재료_SS급,,50,0,MBox_Mt_SS,750214,75021403
미스테리박스_재료_S급,,170,0,MBox_Mt_S,750214,75021404
미스테리박스_재료_A급,,0,0,MBox_Mt_A,750214,75021405
미스테리박스_재료_B급,,0,0,MBox_Mt_B,750214,75021406
미스테리박스_재료_C급,,0,0,MBox_Mt_C,750214,75021407
미스테리박스_코인,,0,0,MBox_Coin,750214,75021408
미스테리박스_바다요정잠금아이템,,30,0,MBox_Unlock_Item,750214,75021409
미스테리박스_딸기쇼케잠금아이템,,0,0,MBox_Unlock_2,750214,75021410
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,750221,75022100
미스테리박스_고급보뽑,,0,0,MBox_TrTicket_2,750221,75022101
미스테리박스_유물,,0,0,MBox_Artifact,750221,75022102
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,750221,75022103
미스테리박스_재료_S급,,0,0,MBox_Mt_S,750221,75022104
미스테리박스_재료_A급,,0,0,MBox_Mt_A,750221,75022105
미스테리박스_재료_B급,,300,0,MBox_Mt_B,750221,75022106
미스테리박스_재료_C급,,1000,0,MBox_Mt_C,750221,75022107
미스테리박스_코인,,1600,0,MBox_Coin,750221,75022108
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,750221,75022109
미스테리박스_딸기쇼케잠금아이템,,0,0,MBox_Unlock_2,750221,75022110
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,750222,75022200
미스테리박스_고급보뽑,,10,0,MBox_TrTicket_2,750222,75022201
미스테리박스_유물,,0,0,MBox_Artifact,750222,75022202
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,750222,75022203
미스테리박스_재료_S급,,0,0,MBox_Mt_S,750222,75022204
미스테리박스_재료_A급,,800,0,MBox_Mt_A,750222,75022205
미스테리박스_재료_B급,,1600,0,MBox_Mt_B,750222,75022206
미스테리박스_재료_C급,,0,0,MBox_Mt_C,750222,75022207
미스테리박스_코인,,1355,0,MBox_Coin,750222,75022208
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,750222,75022209
미스테리박스_딸기쇼케잠금아이템,,0,0,MBox_Unlock_2,750222,75022210
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,750223,75022300
미스테리박스_고급보뽑,,50,0,MBox_TrTicket_2,750223,75022301
미스테리박스_유물,,1100,0,MBox_Artifact,750223,75022302
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,750223,75022303
미스테리박스_재료_S급,,400,0,MBox_Mt_S,750223,75022304
미스테리박스_재료_A급,,1200,0,MBox_Mt_A,750223,75022305
미스테리박스_재료_B급,,0,0,MBox_Mt_B,750223,75022306
미스테리박스_재료_C급,,0,0,MBox_Mt_C,750223,75022307
미스테리박스_코인,,0,0,MBox_Coin,750223,75022308
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,750223,75022309
미스테리박스_딸기쇼케잠금아이템,,0,0,MBox_Unlock_2,750223,75022310
미스테리박스_최고급보뽑,,10,0,MBox_TrTicket_3,750224,75022400
미스테리박스_고급보뽑,,0,0,MBox_TrTicket_2,750224,75022401
미스테리박스_유물,,200,0,MBox_Artifact,750224,75022402
미스테리박스_재료_SS급,,75,0,MBox_Mt_SS,750224,75022403
미스테리박스_재료_S급,,300,0,MBox_Mt_S,750224,75022404
미스테리박스_재료_A급,,0,0,MBox_Mt_A,750224,75022405
미스테리박스_재료_B급,,0,0,MBox_Mt_B,750224,75022406
미스테리박스_재료_C급,,0,0,MBox_Mt_C,750224,75022407
미스테리박스_코인,,0,0,MBox_Coin,750224,75022408
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,750224,75022409
미스테리박스_딸기쇼케잠금아이템,,0,0,MBox_Unlock_2,750224,75022410
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,750231,75023100
미스테리박스_고급보뽑,,0,0,MBox_TrTicket_2,750231,75023101
미스테리박스_유물,,0,0,MBox_Artifact,750231,75023102
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,750231,75023103
미스테리박스_재료_S급,,0,0,MBox_Mt_S,750231,75023104
미스테리박스_재료_A급,,0,0,MBox_Mt_A,750231,75023105
미스테리박스_재료_B급,,200,0,MBox_Mt_B,750231,75023106
미스테리박스_재료_C급,,800,0,MBox_Mt_C,750231,75023107
미스테리박스_코인,,1300,0,MBox_Coin,750231,75023108
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,750231,75023109
미스테리박스_딸기쇼케잠금아이템,,0,0,MBox_Unlock_2,750231,75023110
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,750232,75023200
미스테리박스_고급보뽑,,10,0,MBox_TrTicket_2,750232,75023201
미스테리박스_유물,,0,0,MBox_Artifact,750232,75023202
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,750232,75023203
미스테리박스_재료_S급,,0,0,MBox_Mt_S,750232,75023204
미스테리박스_재료_A급,,1000,0,MBox_Mt_A,750232,75023205
미스테리박스_재료_B급,,1400,0,MBox_Mt_B,750232,75023206
미스테리박스_재료_C급,,0,0,MBox_Mt_C,750232,75023207
미스테리박스_코인,,1395,0,MBox_Coin,750232,75023208
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,750232,75023209
미스테리박스_딸기쇼케잠금아이템,,0,0,MBox_Unlock_2,750232,75023210
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,750233,75023300
미스테리박스_고급보뽑,,60,0,MBox_TrTicket_2,750233,75023301
미스테리박스_유물,,1100,0,MBox_Artifact,750233,75023302
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,750233,75023303
미스테리박스_재료_S급,,500,0,MBox_Mt_S,750233,75023304
미스테리박스_재료_A급,,1400,0,MBox_Mt_A,750233,75023305
미스테리박스_재료_B급,,0,0,MBox_Mt_B,750233,75023306
미스테리박스_재료_C급,,0,0,MBox_Mt_C,750233,75023307
미스테리박스_코인,,0,0,MBox_Coin,750233,75023308
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,750233,75023309
미스테리박스_딸기쇼케잠금아이템,,0,0,MBox_Unlock_2,750233,75023310
미스테리박스_최고급보뽑,,10,0,MBox_TrTicket_3,750234,75023400
미스테리박스_고급보뽑,,0,0,MBox_TrTicket_2,750234,75023401
미스테리박스_유물,,300,0,MBox_Artifact,750234,75023402
미스테리박스_재료_SS급,,125,0,MBox_Mt_SS,750234,75023403
미스테리박스_재료_S급,,400,0,MBox_Mt_S,750234,75023404
미스테리박스_재료_A급,,0,0,MBox_Mt_A,750234,75023405
미스테리박스_재료_B급,,0,0,MBox_Mt_B,750234,75023406
미스테리박스_재료_C급,,0,0,MBox_Mt_C,750234,75023407
미스테리박스_코인,,0,0,MBox_Coin,750234,75023408
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,750234,75023409
미스테리박스_딸기쇼케잠금아이템,,0,0,MBox_Unlock_2,750234,75023410
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,750311,75031100
미스테리박스_고급보뽑,,0,0,MBox_TrTicket_2,750311,75031101
미스테리박스_유물,,0,0,MBox_Artifact,750311,75031102
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,750311,75031103
미스테리박스_재료_S급,,0,0,MBox_Mt_S,750311,75031104
미스테리박스_재료_A급,,0,0,MBox_Mt_A,750311,75031105
미스테리박스_재료_B급,,720,0,MBox_Mt_B,750311,75031106
미스테리박스_재료_C급,,1520,0,MBox_Mt_C,750311,75031107
미스테리박스_코인,,1600,0,MBox_Coin,750311,75031108
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,750311,75031109
미스테리박스_딸기쇼케잠금아이템,,320,0,MBox_Unlock_2,750311,75031110
미스터리박스_멜버잠금아이템,,320,0,MBox_Unlock_3,750311,75031111
미스터리박스_민들레잠금아이템,,320,0,MBox_Unlock_4,750311,75031112
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,750312,75031200
미스테리박스_고급보뽑,,45,0,MBox_TrTicket_2,750312,75031201
미스테리박스_유물,,0,0,MBox_Artifact,750312,75031202
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,750312,75031203
미스테리박스_재료_S급,,0,0,MBox_Mt_S,750312,75031204
미스테리박스_재료_A급,,600,0,MBox_Mt_A,750312,75031205
미스테리박스_재료_B급,,1280,0,MBox_Mt_B,750312,75031206
미스테리박스_재료_C급,,0,0,MBox_Mt_C,750312,75031207
미스테리박스_코인,,700,0,MBox_Coin,750312,75031208
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,750312,75031209
미스테리박스_딸기쇼케잠금아이템,,210,0,MBox_Unlock_2,750312,75031210
미스터리박스_멜버잠금아이템,,210,0,MBox_Unlock_3,750312,75031211
미스터리박스_민들레잠금아이템,,220,0,MBox_Unlock_4,750312,75031212
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,750313,75031300
미스테리박스_고급보뽑,,33,0,MBox_TrTicket_2,750313,75031301
미스테리박스_유물,,500,0,MBox_Artifact,750313,75031302
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,750313,75031303
미스테리박스_재료_S급,,198,0,MBox_Mt_S,750313,75031304
미스테리박스_재료_A급,,529,0,MBox_Mt_A,750313,75031305
미스테리박스_재료_B급,,0,0,MBox_Mt_B,750313,75031306
미스테리박스_재료_C급,,0,0,MBox_Mt_C,750313,75031307
미스테리박스_코인,,0,0,MBox_Coin,750313,75031308
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,750313,75031309
미스테리박스_딸기쇼케잠금아이템,,80,0,MBox_Unlock_2,750313,75031310
미스터리박스_멜버잠금아이템,,80,0,MBox_Unlock_3,750313,75031311
미스터리박스_민들레잠금아이템,,80,0,MBox_Unlock_4,750313,75031312
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,750314,75031400
미스테리박스_고급보뽑,,0,0,MBox_TrTicket_2,750314,75031401
미스테리박스_유물,,140,0,MBox_Artifact,750314,75031402
미스테리박스_재료_SS급,,20,0,MBox_Mt_SS,750314,75031403
미스테리박스_재료_S급,,90,0,MBox_Mt_S,750314,75031404
미스테리박스_재료_A급,,0,0,MBox_Mt_A,750314,75031405
미스테리박스_재료_B급,,0,0,MBox_Mt_B,750314,75031406
미스테리박스_재료_C급,,0,0,MBox_Mt_C,750314,75031407
미스테리박스_코인,,0,0,MBox_Coin,750314,75031408
미스테리박스_바다요정잠금아이템,,115,0,MBox_Unlock_Item,750314,75031409
미스테리박스_딸기쇼케잠금아이템,,20,0,MBox_Unlock_2,750314,75031410
미스터리박스_멜버잠금아이템,,20,0,MBox_Unlock_3,750314,75031411
미스터리박스_민들레잠금아이템,,30,0,MBox_Unlock_4,750314,75031412
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,750321,75032100
미스테리박스_고급보뽑,,0,0,MBox_TrTicket_2,750321,75032101
미스테리박스_유물,,0,0,MBox_Artifact,750321,75032102
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,750321,75032103
미스테리박스_재료_S급,,0,0,MBox_Mt_S,750321,75032104
미스테리박스_재료_A급,,0,0,MBox_Mt_A,750321,75032105
미스테리박스_재료_B급,,160,0,MBox_Mt_B,750321,75032106
미스테리박스_재료_C급,,340,0,MBox_Mt_C,750321,75032107
미스테리박스_코인,,460,0,MBox_Coin,750321,75032108
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,750321,75032109
미스테리박스_딸기쇼케잠금아이템,,80,0,MBox_Unlock_2,750321,75032110
미스터리박스_멜버잠금아이템,,80,0,MBox_Unlock_3,750321,75032111
미스터리박스_민들레잠금아이템,,80,0,MBox_Unlock_4,750321,75032112
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,750322,75032200
미스테리박스_고급보뽑,,45,0,MBox_TrTicket_2,750322,75032201
미스테리박스_유물,,0,0,MBox_Artifact,750322,75032202
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,750322,75032203
미스테리박스_재료_S급,,0,0,MBox_Mt_S,750322,75032204
미스테리박스_재료_A급,,700,0,MBox_Mt_A,750322,75032205
미스테리박스_재료_B급,,1730,0,MBox_Mt_B,750322,75032206
미스테리박스_재료_C급,,0,0,MBox_Mt_C,750322,75032207
미스테리박스_코인,,800,0,MBox_Coin,750322,75032208
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,750322,75032209
미스테리박스_딸기쇼케잠금아이템,,260,0,MBox_Unlock_2,750322,75032210
미스터리박스_멜버잠금아이템,,260,0,MBox_Unlock_3,750322,75032211
미스터리박스_민들레잠금아이템,,280,0,MBox_Unlock_4,750322,75032212
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,750323,75032300
미스테리박스_고급보뽑,,25,0,MBox_TrTicket_2,750323,75032301
미스테리박스_유물,,1980,0,MBox_Artifact,750323,75032302
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,750323,75032303
미스테리박스_재료_S급,,253,0,MBox_Mt_S,750323,75032304
미스테리박스_재료_A급,,809,0,MBox_Mt_A,750323,75032305
미스테리박스_재료_B급,,0,0,MBox_Mt_B,750323,75032306
미스테리박스_재료_C급,,0,0,MBox_Mt_C,750323,75032307
미스테리박스_코인,,0,0,MBox_Coin,750323,75032308
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,750323,75032309
미스테리박스_딸기쇼케잠금아이템,,60,0,MBox_Unlock_2,750323,75032310
미스터리박스_멜버잠금아이템,,60,0,MBox_Unlock_3,750323,75032311
미스터리박스_민들레잠금아이템,,63,0,MBox_Unlock_4,750323,75032312
미스테리박스_최고급보뽑,,15,0,MBox_TrTicket_3,750324,75032400
미스테리박스_고급보뽑,,0,0,MBox_TrTicket_2,750324,75032401
미스테리박스_유물,,300,0,MBox_Artifact,750324,75032402
미스테리박스_재료_SS급,,95,0,MBox_Mt_SS,750324,75032403
미스테리박스_재료_S급,,235,0,MBox_Mt_S,750324,75032404
미스테리박스_재료_A급,,0,0,MBox_Mt_A,750324,75032405
미스테리박스_재료_B급,,0,0,MBox_Mt_B,750324,75032406
미스테리박스_재료_C급,,0,0,MBox_Mt_C,750324,75032407
미스테리박스_코인,,0,0,MBox_Coin,750324,75032408
미스테리박스_바다요정잠금아이템,,580,0,MBox_Unlock_Item,750324,75032409
미스테리박스_딸기쇼케잠금아이템,,80,0,MBox_Unlock_2,750324,75032410
미스터리박스_멜버잠금아이템,,80,0,MBox_Unlock_3,750324,75032411
미스터리박스_민들레잠금아이템,,90,0,MBox_Unlock_4,750324,75032412
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,750331,75033100
미스테리박스_고급보뽑,,0,0,MBox_TrTicket_2,750331,75033101
미스테리박스_유물,,0,0,MBox_Artifact,750331,75033102
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,750331,75033103
미스테리박스_재료_S급,,0,0,MBox_Mt_S,750331,75033104
미스테리박스_재료_A급,,0,0,MBox_Mt_A,750331,75033105
미스테리박스_재료_B급,,80,0,MBox_Mt_B,750331,75033106
미스테리박스_재료_C급,,80,0,MBox_Mt_C,750331,75033107
미스테리박스_코인,,80,0,MBox_Coin,750331,75033108
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,750331,75033109
미스테리박스_딸기쇼케잠금아이템,,20,0,MBox_Unlock_2,750331,75033110
미스터리박스_멜버잠금아이템,,20,0,MBox_Unlock_3,750331,75033111
미스터리박스_민들레잠금아이템,,20,0,MBox_Unlock_4,750331,75033112
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,750332,75033200
미스테리박스_고급보뽑,,45,0,MBox_TrTicket_2,750332,75033201
미스테리박스_유물,,0,0,MBox_Artifact,750332,75033202
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,750332,75033203
미스테리박스_재료_S급,,0,0,MBox_Mt_S,750332,75033204
미스테리박스_재료_A급,,630,0,MBox_Mt_A,750332,75033205
미스테리박스_재료_B급,,1240,0,MBox_Mt_B,750332,75033206
미스테리박스_재료_C급,,0,0,MBox_Mt_C,750332,75033207
미스테리박스_코인,,800,0,MBox_Coin,750332,75033208
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,750332,75033209
미스테리박스_딸기쇼케잠금아이템,,220,0,MBox_Unlock_2,750332,75033210
미스터리박스_멜버잠금아이템,,220,0,MBox_Unlock_3,750332,75033211
미스터리박스_민들레잠금아이템,,220,0,MBox_Unlock_4,750332,75033212
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,750333,75033300
미스테리박스_고급보뽑,,35,0,MBox_TrTicket_2,750333,75033301
미스테리박스_유물,,1665,0,MBox_Artifact,750333,75033302
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,750333,75033303
미스테리박스_재료_S급,,300,0,MBox_Mt_S,750333,75033304
미스테리박스_재료_A급,,1450,0,MBox_Mt_A,750333,75033305
미스테리박스_재료_B급,,0,0,MBox_Mt_B,750333,75033306
미스테리박스_재료_C급,,0,0,MBox_Mt_C,750333,75033307
미스테리박스_코인,,0,0,MBox_Coin,750333,75033308
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,750333,75033309
미스테리박스_딸기쇼케잠금아이템,,200,0,MBox_Unlock_2,750333,75033310
미스터리박스_멜버잠금아이템,,200,0,MBox_Unlock_3,750333,75033311
미스터리박스_민들레잠금아이템,,200,0,MBox_Unlock_4,750333,75033312
미스테리박스_최고급보뽑,,15,0,MBox_TrTicket_3,750334,75033400
미스테리박스_고급보뽑,,0,0,MBox_TrTicket_2,750334,75033401
미스테리박스_유물,,840,0,MBox_Artifact,750334,75033402
미스테리박스_재료_SS급,,150,0,MBox_Mt_SS,750334,75033403
미스테리박스_재료_S급,,300,0,MBox_Mt_S,750334,75033404
미스테리박스_재료_A급,,0,0,MBox_Mt_A,750334,75033405
미스테리박스_재료_B급,,0,0,MBox_Mt_B,750334,75033406
미스테리박스_재료_C급,,0,0,MBox_Mt_C,750334,75033407
미스테리박스_코인,,0,0,MBox_Coin,750334,75033408
미스테리박스_바다요정잠금아이템,,630,0,MBox_Unlock_Item,750334,75033409
미스테리박스_딸기쇼케잠금아이템,,110,0,MBox_Unlock_2,750334,75033410
미스터리박스_멜버잠금아이템,,110,0,MBox_Unlock_3,750334,75033411
미스터리박스_민들레잠금아이템,,120,0,MBox_Unlock_4,750334,75033412
갈색반죽 SS 재료,,0,0,Dough_Mt_SS,80001,8000100
갈색반죽 S 재료,,200,0,Dough_Mt_S,80001,8000101
갈색반죽 A 재료,,0,0,Dough_Mt_A,80001,8000102
갈색반죽 코인,,340,0,Dough_Coin,80001,8000103
갈색반죽 열쇠,,10,0,Dough_Key,80001,8000104
갈색반죽 생명,,30,0,Dough_Life,80001,8000105
갈색반죽 크리스탈,,90,0,Dough_Gem,80001,8000106
갈색반죽 선물포인트,,80,0,Dough_AP,80001,8000107
갈색반죽 마법가루,,100,0,Dough_Powder,80001,8000108
갈색반죽 보물함확장,,5,0,Dough_TrInven,80001,8000109
갈색반죽 최고급보물뽑기권,,10,0,Dough_TrTkt_AS,80001,8000110
갈색반죽 고급보물뽑기권,,50,0,Dough_TrTkt_BA,80001,8000111
갈색반죽 부스트세트,,45,0,Dough_BS,80001,8000112
갈색반죽 S급 보물 보장뽑기,,0,0,Dough_STr,80001,8000113
갈색반죽 경험의 영약 보물,,40,0,Dough_Tr_XP,80001,8000114
은빛반죽 SS 재료,,70,0,Dough_Mt_SS,80002,8000200
은빛반죽 S 재료,,120,0,Dough_Mt_S,80002,8000201
은빛반죽 A 재료,,0,0,Dough_Mt_A,80002,8000202
은빛반죽 코인,,270,0,Dough_Coin,80002,8000203
은빛반죽 열쇠,,10,0,Dough_Key,80002,8000204
은빛반죽 생명,,30,0,Dough_Life,80002,8000205
은빛반죽 크리스탈,,110,0,Dough_Gem,80002,8000206
은빛반죽 선물포인트,,60,0,Dough_AP,80002,8000207
은빛반죽 마법가루,,160,0,Dough_Powder,80002,8000208
은빛반죽 보물함확장,,10,0,Dough_TrInven,80002,8000209
은빛반죽 최고급보물뽑기권,,30,0,Dough_TrTkt_AS,80002,8000210
은빛반죽 고급보물뽑기권,,0,0,Dough_TrTkt_BA,80002,8000211
은빛반죽 부스트세트,,40,0,Dough_BS,80002,8000212
은빛반죽 S급 보장보물뽑기,,20,0,Dough_STr,80002,8000213
은빛반죽 경험의 영약 보물,,70,0,Dough_Tr_XP,80002,8000214
금빛반죽 SS 재료,,120,0,Dough_Mt_SS,80003,8000300
금빛반죽 S 재료,,50,0,Dough_Mt_S,80003,8000301
금빛반죽 A 재료,,0,0,Dough_Mt_A,80003,8000302
금빛반죽 코인,,260,0,Dough_Coin,80003,8000303
금빛반죽 열쇠,,10,0,Dough_Key,80003,8000304
금빛반죽 생명,,10,0,Dough_Life,80003,8000305
금빛반죽 크리스탈,,130,0,Dough_Gem,80003,8000306
금빛반죽 선물포인트,,50,0,Dough_AP,80003,8000307
금빛반죽 마법가루,,200,0,Dough_Powder,80003,8000308
금빛반죽 보물함확장,,20,0,Dough_TrInven,80003,8000309
금빛반죽 최고급보물뽑기권,,30,0,Dough_TrTkt_AS,80003,8000310
금빛반죽 고급보물뽑기권,,0,0,Dough_TrTkt_BA,80003,8000311
금빛반죽 부스트세트,,20,0,Dough_BS,80003,8000312
금빛반죽 S급 보물 보장뽑기,,30,0,Dough_STr,80003,8000313
금빛반죽 경험의 영약 보물,,70,0,Dough_Tr_XP,80003,8000314
무지개반죽 SS 재료,,180,0,Dough_Mt_SS,80004,8000400
무지개반죽 S 재료,,0,0,Dough_Mt_S,80004,8000401
